"unique_id","study","study_log_number","project","gear_type","year","month","date","time","serial_number","station","species","depth","temp_surf","cond_surf","ppt_surf","temp_bott","cond_bott","ppt_bott","secchi","turbidity","total_body_weight","fork_length","gut_contents","total_gut_content_weight","total_number_of_prey","total_prey_weight","gut_fullness","fullness_rank","digestion_rank","debris_sand_silt_mud","unid_animal_material","unid_plant_material","stomach_gut_tissue","worm_pieces","acanthocyclops_spp","acartia_copepodid","acartia_spp","acartiella_copepodid","acartiella_sinensis","barnacle_nauplii","bosmina_spp","calanoid_copepodid","ceriodaphnia_spp","chironomid_larvae","clams","copepod_nauplii","corophium_type","crab_megalope","crab_zoea","cumaceans","cyclopoid_copepodid","daphnia_spp","diaphanosoma_spp","diaptomus_copepodid","diaptomus_spp","eurytemora_copepodid","eurytemora_nauplii","eurytemora_spp","fish_eggs","gammarus_type","harpacticoids","hyperacanthomysis_longirostris","isopods","limnoithona_copepodid","limnoithona_spp","longfin_smelt","neomysis_kadiakensis","neomysis_mercedis","nippoleucon_hinumensis","oithona_copepodid","oithona_davisae","osphranticum","ostracods","other_calanoid","other_cladocera","other_cyclopoid","other_insect_larvae","other_malacostraca","other_rotifer","other_zooplankton","pacific_herring","palaemon","prickly_sculpin","pseudodiaptomus_copepodid","pseudodiaptomus_forbesi","pseudodiaptomus_marinus","pseudodiaptomus_nauplii","pseudodiaptomus_spp","sinocalanus_copepodid","sinocalanus_nauplii","sinocalanus_spp","synchaeta","terrestrial_invertebrates","tortanus_copepodid","tortanus_dextrilobatus","tortanus_spp","tridentiger_spp","unid_amphipod","unid_calanoid","unid_cladocera","unid_copepod","unid_cyclopoid","unid_fish","unid_mysids"
"DOP_0014","DOP","0014","EDSM","KT",2017,9,2017-09-18,"10:13","0014","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.9596,53,"Y",NA,41,0.0021119914,0.220090808,2,3,"N","N","N","N","N",0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0015","DOP","0015","EDSM","KT",2017,9,2017-09-18,"10:13","0015","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.6474,46,"Y",NA,3,0.0001647,0.025440222,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0016","DOP","0016","EDSM","KT",2017,9,2017-09-18,"10:13","0016","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.7045,51,"Y",NA,2,0.0001098,0.015585522,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0017","DOP","0017","EDSM","KT",2017,9,2017-09-18,"10:13","0017","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.6586,45,"Y",0.0084,6,0.0006168903,0.09366692,2,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0018","DOP","0018","EDSM","KT",2017,9,2017-09-18,"10:13","0018","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,1.2123,55,"Y",NA,2,0.0001098,0.009057164,1,2,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0019","DOP","0019","EDSM","KT",2017,9,2017-09-18,"10:13","0019","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.4813,40,"N",NA,0,0,0,0,NA,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0020","DOP","0020","EDSM","KT",2017,9,2017-09-18,"10:13","0020","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.7869,47,"Y",NA,24,0.0010853,0.137920956,2,3,"N","N","N","N","N",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DOP_0021","DOP","0021","EDSM","KT",2017,9,2017-09-18,"10:13","0021","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,0.6673,48,"Y",NA,17,0.000694,0.104001199,1,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"DOP_0022","DOP","0022","EDSM","KT",2017,9,2017-09-18,"11:08","0022","18-08-LSR02","Delta Smelt",NA,21.4,436,0.19,NA,NA,NA,54,21.2,0.6259,43,"Y",0.0037,21,0.0010040251,0.160413019,2,3,"N","N","N","N","N",0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0023","DOP","0023","EDSM","KT",2017,9,2017-09-18,"11:08","0023","18-08-LSR02","Delta Smelt",NA,21.4,436,0.19,NA,NA,NA,54,21.2,0.5445,44,"Y",NA,106,0.0027860242,0.511666525,3,3,"N","N","N","N","N",0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,26,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"DOP_0024","DOP","0024","EDSM","KT",2017,9,2017-09-18,"10:13","0024","18-08-LSR01","Delta Smelt",NA,20.9,182,0.08,NA,NA,NA,56,19.8,1.2907,57,"Y",NA,53,0.0035503133,0.275068824,3,3,"N","N","N","N","N",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"DOP_0025","DOP","0025","EDSM","KT",2017,9,2017-09-29,"08:09","0025","18-09-LSR01","Delta Smelt",NA,18.9,157,0.07,NA,NA,NA,107,9.7,1.1962,55,"Y",NA,28,0.0007947,0.066435379,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0026","DOP","0026","EDSM","KT",2017,10,2017-10-04,"08:36","0026","18-10-LSR06","Delta Smelt",NA,18.4,886,0.42,NA,NA,NA,52,20.4,1.3765,61,"Y",0.0084,9,0.0005877,0.042695242,1,2,"N","N","N","N","N",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0027","DOP","0027","EDSM","KT",2017,10,2017-10-10,"08:09","0027","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.9488,55,"Y",NA,9,0.0039994763,0.42152996,3,3,"N","N","N","N","N",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOP_0028","DOP","0028","EDSM","KT",2017,10,2017-10-10,"08:09","0028","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.6341,47,"Y",0.0051,15,0.0014740513,0.232463538,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0029","DOP","0029","EDSM","KT",2017,10,2017-10-10,"08:09","0029","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.908,54,"Y",0.0062,19,0.0017448481,0.192163883,2,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DOP_0030","DOP","0030","EDSM","KT",2017,10,2017-10-10,"08:09","0030","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.7389,50,"Y",0.0032,17,0.0058523578,0.792036515,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"DOP_0031","DOP","0031","EDSM","KT",2017,10,2017-10-10,"08:09","0031","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.4462,45,"Y",0.0022,23,0.0029374086,0.658316591,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"DOP_0032","DOP","0032","EDSM","KT",2017,10,2017-10-10,"08:09","0032","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,1.1971,58,"Y",0.0014,16,0.0075025558,0.626727576,3,3,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0033","DOP","0033","EDSM","KT",2017,10,2017-10-10,"08:09","0033","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.8114,53,"Y",0.0015,3,0.0001439,0.017734779,1,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0034","DOP","0034","EDSM","KT",2017,10,2017-10-10,"08:09","0034","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,1.3289,62,"Y",0.0034,6,0.0041691777,0.313731487,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0035","DOP","0035","EDSM","KT",2017,10,2017-10-10,"08:09","0035","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,0.7706,52,"Y",0.0032,17,0.0004362,0.056605243,1,3,"N","N","N","N","N",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0036","DOP","0036","EDSM","KT",2017,10,2017-10-10,"08:09","0036","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,1.7958,67,"Y",NA,21,0.0113060276,0.629581666,3,2,"N","N","N","N","N",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0037","DOP","0037","EDSM","KT",2017,10,2017-10-10,"08:09","0037","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,1.138,60,"Y",NA,12,0.0011482444,0.100900209,2,3,"N","N","N","N","N",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0038","DOP","0038","EDSM","KT",2017,10,2017-10-10,"08:09","0038","18-11-LSR01","Delta Smelt",NA,16.7,118,0.05,NA,NA,NA,53,46.1,1.8539,67,"Y",0.0207,18,0.0181056967,0.97662747,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0039","DOP","0039","EDSM","KT",2017,10,2017-10-10,"08:39","0039","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,1.4231,59,"Y",NA,23,0.0109066984,0.766404216,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0040","DOP","0040","EDSM","KT",2017,10,2017-10-10,"08:39","0040","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,1.0772,57,"Y",0.008,29,0.0056474138,0.524267903,3,3,"N","N","N","N","N",0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
"DOP_0041","DOP","0041","EDSM","KT",2017,10,2017-10-10,"08:39","0041","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,0.8376,54,"Y",NA,53,0.002419708,0.288885867,3,3,"N","N","N","N","N",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"DOP_0042","DOP","0042","EDSM","KT",2017,10,2017-10-10,"08:39","0042","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,0.8343,52,"Y",0.0049,44,0.0020837196,0.249756631,3,3,"N","N","N","N","N",0,0,0,0,6,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"DOP_0043","DOP","0043","EDSM","KT",2017,10,2017-10-10,"08:39","0043","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,1.3562,57,"Y",0.001,48,0.0012219,0.090097331,2,3,"N","N","N","N","N",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0044","DOP","0044","EDSM","KT",2017,10,2017-10-10,"08:39","0044","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,1.4888,65,"Y",NA,51,0.013388136,0.899256851,4,3,"N","N","N","N","N",0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOP_0045","DOP","0045","EDSM","KT",2017,10,2017-10-10,"08:39","0045","18-11-LSR01","Delta Smelt",NA,16.8,137,0.06,NA,NA,NA,52,36.1,1.1992,59,"Y",NA,53,0.0181758888,1.515667847,4,3,"N","N","N","N","N",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
